name,type,start_time,end_date,job_complete,run_days,run_hours,run_minutes,last_step_name,last_step_id,last_step_date,ENV,CLIENT,entry_timestamp,updated_timestamp
CCCN Nightly Job UAT,job duration history,,,4,12/16/2015,5:41:29,155553,Success,,,UAT,CCCN,,
CCCN Nightly Job UAT,job duration history,,,5,12/15/2015,8:21:36,142419,Failed,,,UAT,CCCN,,
CCCN Nightly Job UAT,job duration history,,,6,12/14/2015,11:53:01,145618,Cancelled,,,UAT,CCCN,,
CCCN Nightly Job UAT,job duration history,,,7,12/13/2015,8:51:57,5203,Failed,,,UAT,CCCN,,
CCCN Nightly Job UAT,job duration history,,,8,12/12/2015,11:33:02,163920,Success,,,UAT,CCCN,,
CHPW Nightly Job DEV,job duration history,,,1,12/11/2015,11:10:28,120442,Success,,,DEV,CHPW,,
CHPW Nightly Job DEV,job duration history,,,2,12/9/2015,8:34:58,231446,Failed,,,DEV,CHPW,,
CHPW Nightly Job DEV,job duration history,,,3,12/20/2015,9:57:12,161121,Failed,,,DEV,CHPW,,
CHPW Nightly Job DEV,job duration history,,,4,12/19/2015,24:38:00,100338,Success,,,DEV,CHPW,,
CHPW Nightly Job DEV,job duration history,,,5,12/18/2015,12:03:54,110721,Success,,,DEV,CHPW,,
CHPW Nightly Job DEV,job duration history,,,6,12/12/2015,11:33:07,130820,Success,,,DEV,CHPW,,
CHPW Nightly Job DEV,job duration history,,,7,12/11/2015,14:12:44,221932,Success,,,DEV,CHPW,,
CHPW Nightly Job DEV,job duration history,,,8,12/16/2015,18:19:07,215112,Success,,,DEV,CHPW,,
CHPW Nightly Job QA,job duration history,,,1,12/13/2015,11:49:04,75501,Failed,,,QA,CHPW,,
CHPW Nightly Job QA,job duration history,,,2,12/12/2015,12:00:00,163242,Failed,,,QA,CHPW,,
CHPW Nightly Job QA,job duration history,,,3,12/11/2015,19:46:00,50617,Failed,,,QA,CHPW,,
CHPW Nightly Job QA,job duration history,,,4,12/10/2015,33:55:04,354934,Failed,,,QA,CHPW,,
CHPW Nightly Job QA,job duration history,,,5,12/8/2015,7:06:46,122303,Failed,,,QA,CHPW,,
CHPW Nightly Job QA,job duration history,,,6,12/6/2015,14:00:51,210440,Cancelled,,,QA,CHPW,,
CHPW Nightly Job QA,job duration history,,,7,12/5/2015,12:23:03,212318,Failed,,,QA,CHPW,,
CHPW Nightly Job QA,job duration history,,,8,12/20/2015,18:02:27,81233,Failed,,,QA,CHPW,,
FHN Nightly Job PRD,job duration history,,,1,12/19/2015,24:39:10,110411,Cancelled,,,PRD,FHN,,
FHN Nightly Job PRD,job duration history,,,2,12/18/2015,5:51:07,314540,Failed,,,PRD,FHN,,
FHN Nightly Job PRD,job duration history,,,3,12/17/2015,5:33:16,214847,Failed,,,PRD,FHN,,
FHN Nightly Job PRD,job duration history,,,4,12/16/2015,14:32:01,155510,Failed,,,PRD,FHN,,
FHN Nightly Job PRD,job duration history,,,5,12/12/2015,6:52:17,233812,Failed,,,PRD,FHN,,
FHN Nightly Job PRD,job duration history,,,6,12/11/2015,11:27:57,54504,Success,,,PRD,FHN,,
FHN Nightly Job PRD,job duration history,,,7,12/10/2015,12:40:34,55054,Success,,,PRD,FHN,,
FHN Nightly Job PRD,job duration history,,,8,12/17/2015,27:49:00,111121,Success,,,PRD,FHN,,
LHCQF Nightly Job QA,job duration history,,,1,12/16/2015,12:05:49,45509,Failed,,,QA,LHCQF,,
LHCQF Nightly Job QA,job duration history,,,2,12/14/2015,10:44:34,44514,Failed,,,QA,LHCQF,,
LHCQF Nightly Job QA,job duration history,,,3,12/10/2015,0:52:46,51248,Failed,,,QA,LHCQF,,
LHCQF Nightly Job QA,job duration history,,,4,12/9/2015,0:27:26,65708,Failed,,,QA,LHCQF,,
LHCQF Nightly Job QA,job duration history,,,5,12/4/2015,0:21:48,22706,Failed,,,QA,LHCQF,,
LHCQF Nightly Job QA,job duration history,,,6,12/2/2015,77:36:05,40252,Failed,,,QA,LHCQF,,
LHCQF Nightly Job QA,job duration history,,,7,12/1/2015,27:42:31,31530,Failed,,,QA,LHCQF,,
LHCQF Nightly Job QA,job duration history,,,8,12/20/2015,4:17:01,33253,Failed,,,QA,LHCQF,,
SLVTN Nightly Job PRD,job duration history,,,1,12/19/2015,10:29:16,372135,Success,,,PRD,SLVTN,,
SLVTN Nightly Job PRD,job duration history,,,2,12/18/2015,2:05:16,35955,Success,,,PRD,SLVTN,,
SLVTN Nightly Job PRD,job duration history,,,3,12/17/2015,3:07:21,40807,Success,,,PRD,SLVTN,,
SLVTN Nightly Job PRD,job duration history,,,4,12/16/2015,3:16:20,44159,Success,,,PRD,SLVTN,,
SLVTN Nightly Job PRD,job duration history,,,5,12/15/2015,5:08:20,43222,Success,,,PRD,SLVTN,,
SLVTN Nightly Job PRD,job duration history,,,6,12/14/2015,2:59:18,602348,Success,,,PRD,SLVTN,,
SLVTN Nightly Job PRD,job duration history,,,7,12/13/2015,2:33:26,51559,Failed,,,PRD,SLVTN,,
SLVTN Nightly Job PRD,job duration history,,,8,12/20/2015,2:49:22,35146,Failed,,,PRD,SLVTN,,
SLVTN Nightly Job QA,job duration history,,,1,12/19/2015,4:04:59,63204,Success,,,QA,SLVTN,,
SLVTN Nightly Job QA,job duration history,,,2,12/18/2015,5:48:06,74505,Success,,,QA,SLVTN,,
SLVTN Nightly Job QA,job duration history,,,3,12/17/2015,2:20:25,91312,Success,,,QA,SLVTN,,
SLVTN Nightly Job QA,job duration history,,,4,12/16/2015,2:43:14,51714,Success,,,QA,SLVTN,,
SLVTN Nightly Job QA,job duration history,,,5,12/15/2015,3:23:56,54404,Success,,,QA,SLVTN,,
SLVTN Nightly Job QA,job duration history,,,6,12/14/2015,3:21:37,311805,Success,,,QA,SLVTN,,
SLVTN Nightly Job QA,job duration history,,,7,12/13/2015,3:07:26,40326,Success,,,QA,SLVTN,,
SLVTN Nightly Job QA,job duration history,,,8,12/18/2015,7:30:29,43545,Success,,,QA,SLVTN,,
UCF Nightly Job PRD,job duration history,,,1,12/18/2015,3:26:34,10832,Success,,,PRD,UCF,,
UCF Nightly Job PRD,job duration history,,,2,12/18/2015,2:29:03,24229,Success,,,PRD,UCF,,
UCF Nightly Job PRD,job duration history,,,3,12/17/2015,0:06:47,21618,Success,,,PRD,UCF,,
UCF Nightly Job PRD,job duration history,,,4,12/17/2015,10:10:09,15410,Success,,,PRD,UCF,,
UCF Nightly Job PRD,job duration history,,,5,12/11/2015,0:00:46,15200,Success,,,PRD,UCF,,
UCF Nightly Job PRD,job duration history,,,6,12/7/2015,0:07:03,14939,Success,,,PRD,UCF,,
UCF Nightly Job PRD,job duration history,,,7,12/7/2015,9:30:46,14944,Success,,,PRD,UCF,,
UCF Nightly Job PRD,job duration history,,,8,12/18/2015,5:48:32,83850,Success,,,PRD,UCF,,
UCF Nightly Job QA,job duration history,,,1,12/16/2015,0:01:23,24547,Success,,,QA,UCF,,
UCF Nightly Job QA,job duration history,,,2,12/12/2015,0:29:02,2455,Success,,,QA,UCF,,
UCF Nightly Job QA,job duration history,,,3,12/10/2015,10:55:04,5905,Success,,,QA,UCF,,
UCF Nightly Job QA,job duration history,,,4,12/8/2015,34:58:03,14439,Success,,,QA,UCF,,
UCF Nightly Job QA,job duration history,,,5,12/5/2015,85:34:08,81137,Success,,,QA,UCF,,
UCF Nightly Job QA,job duration history,,,6,12/3/2015,24:07:28,1155,Failed,,,QA,UCF,,
UCF Nightly Job QA,job duration history,,,7,12/1/2015,31:24:50,64913,Failed,,,QA,UCF,,
UCF Nightly Job QA,job duration history,,,8,12/20/2015,51:18:49,12240,Success,,,QA,UCF,,
VCA Nightly Job DEV,job duration history,,,1,12/19/2015,32:29:00,11730,Cancelled,,,DEV,VCA,,
VCA Nightly Job DEV,job duration history,,,2,12/16/2015,46:12:46,441021,Failed,,,DEV,VCA,,
VCA Nightly Job DEV,job duration history,,,3,12/15/2015,0:56:11,12,Cancelled,,,DEV,VCA,,
VCA Nightly Job DEV,job duration history,,,4,12/10/2015,5:15:08,21934,Cancelled,,,DEV,VCA,,
VCA Nightly Job DEV,job duration history,,,5,12/7/2015,1:48:38,192538,Cancelled,,,DEV,VCA,,
VCA Nightly Job DEV,job duration history,,,6,12/6/2015,1:48:57,12502,Cancelled,,,DEV,VCA,,
VCA Nightly Job DEV,job duration history,,,7,12/8/2015,1:41:30,25223,Failed,,,DEV,VCA,,
VCA Nightly Job DEV,job duration history,,,8,12/6/2015,2:52:54,205,Cancelled,,,DEV,VCA,,
VCA Nightly Job PRD,job duration history,,,1,12/4/2015,1:49:39,10700,Success,,,PRD,VCA,,
VCA Nightly Job PRD,job duration history,,,2,12/3/2015,2:00:39,11723,Success,,,PRD,VCA,,
VCA Nightly Job PRD,job duration history,,,3,12/2/2015,0:51:04,11128,Success,,,PRD,VCA,,
VCA Nightly Job PRD,job duration history,,,4,12/1/2015,21:23:18,15006,Success,,,PRD,VCA,,
VCA Nightly Job PRD,job duration history,,,5,11/30/2015,8:12:33,5614,Success,,,PRD,VCA,,
VCA Nightly Job PRD,job duration history,,,6,11/29/2015,11:04:11,22837,Failed,,,PRD,VCA,,
VCA Nightly Job PRD,job duration history,,,7,12/20/2015,31:45:40,13429,Success,,,PRD,VCA,,
VCA Nightly Job PRD,job duration history,,,8,12/19/2015,21:48:47,13003,Success,,,PRD,VCA,,
XCLS Nightly Job PRD,job duration history,,,1,12/18/2015,15:55:10,194752,Success,,,PRD,XCLS,,
XCLS Nightly Job PRD,job duration history,,,2,12/17/2015,23:38:12,152020,Cancelled,,,PRD,XCLS,,
XCLS Nightly Job PRD,job duration history,,,3,12/16/2015,5:45:04,14910,Success,,,PRD,XCLS,,
XCLS Nightly Job PRD,job duration history,,,4,12/15/2015,5:50:54,62621,Success,,,PRD,XCLS,,
XCLS Nightly Job PRD,job duration history,,,5,12/14/2015,11:11:21,113305,Cancelled,,,PRD,XCLS,,
CHPW Nightly Job UAT,job duration history,,,5,12/13/2015,4:55:09,122303,Cancelled,,,UAT,CHPW,,
CHPW Nightly Job UAT,job duration history,,,6,12/19/2015,4:45:14,180227,Success,,,UAT,CHPW,,
CHPW Nightly Job UAT,job duration history,,,7,12/18/2015,5:12:48,243910,Failed,,,UAT,CHPW,,
CHPW Nightly Job UAT,job duration history,,,8,12/17/2015,6:57:08,55107,Failed,,,UAT,CHPW,,
FHN Nightly Job QA,job duration history,,,1,12/16/2015,2:27:06,53316,Success,,,QA,FHN,,
FHN Nightly Job QA,job duration history,,,2,12/15/2015,4:02:52,143201,Success,,,QA,FHN,,
FHN Nightly Job QA,job duration history,,,3,12/12/2015,3:15:30,65217,Failed,,,QA,FHN,,
FHN Nightly Job QA,job duration history,,,4,12/11/2015,3:32:53,112757,Failed,,,QA,FHN,,
FHN Nightly Job QA,job duration history,,,5,12/10/2015,37:21:35,124034,Failed,,,QA,FHN,,
FHN Nightly Job QA,job duration history,,,6,12/18/2015,3:59:55,274900,Success,,,QA,FHN,,
FHN Nightly Job QA,job duration history,,,7,12/17/2015,4:08:07,120549,Success,,,QA,FHN,,
FHN Nightly Job QA,job duration history,,,8,12/16/2015,4:41:59,104434,Success,,,QA,FHN,,
LHCQF Nightly Job DEV,job duration history,,,1,12/15/2015,4:32:22,5246,Cancelled,,,DEV,LHCQF,,
LHCQF Nightly Job DEV,job duration history,,,2,12/14/2015,60:23:48,2726,Failed,,,DEV,LHCQF,,
LHCQF Nightly Job DEV,job duration history,,,3,12/12/2015,5:15:59,2148,Failed,,,DEV,LHCQF,,
LHCQF Nightly Job DEV,job duration history,,,4,12/11/2015,3:51:46,773605,Failed,,,DEV,LHCQF,,
LHCQF Nightly Job DEV,job duration history,,,5,12/10/2015,6:32:04,274231,Cancelled,,,DEV,LHCQF,,
LHCQF Nightly Job DEV,job duration history,,,6,12/20/2015,7:45:05,41701,Failed,,,DEV,LHCQF,,
LHCQF Nightly Job DEV,job duration history,,,7,12/19/2015,9:13:12,102916,Success,,,DEV,LHCQF,,
LHCQF Nightly Job DEV,job duration history,,,8,12/18/2015,5:17:14,54855,Success,,,DEV,LHCQF,,
LHCQF Nightly Job PRD,job duration history,,,1,12/17/2015,5:44:04,30721,Success,,,PRD,LHCQF,,
LHCQF Nightly Job PRD,job duration history,,,2,12/16/2015,31:18:05,31620,Success,,,PRD,LHCQF,,
LHCQF Nightly Job PRD,job duration history,,,3,12/15/2015,4:03:26,50820,Success,,,PRD,LHCQF,,
LHCQF Nightly Job PRD,job duration history,,,4,12/14/2015,4:35:45,25918,Success,,,PRD,LHCQF,,
LHCQF Nightly Job PRD,job duration history,,,5,12/13/2015,1:08:32,23326,Success,,,PRD,LHCQF,,
LHCQF Nightly Job PRD,job duration history,,,6,12/16/2015,2:42:29,24922,Success,,,PRD,LHCQF,,
LHCQF Nightly Job PRD,job duration history,,,7,12/16/2015,2:16:18,40459,Success,,,PRD,LHCQF,,
LHCQF Nightly Job PRD,job duration history,,,8,12/16/2015,1:54:10,54806,Failed,,,PRD,LHCQF,,
LHCQF Nightly Job UAT,job duration history,,,1,12/2/2015,1:52:00,22025,Failed,,,UAT,LHCQF,,
LHCQF Nightly Job UAT,job duration history,,,2,11/23/2015,1:49:39,24314,Failed,,,UAT,LHCQF,,
LHCQF Nightly Job UAT,job duration history,,,3,11/12/2015,1:49:44,32356,Failed,,,UAT,LHCQF,,
LHCQF Nightly Job UAT,job duration history,,,4,11/11/2015,8:38:50,32137,Failed,,,UAT,LHCQF,,
LHCQF Nightly Job UAT,job duration history,,,5,10/26/2015,0:24:55,30726,Failed,,,UAT,LHCQF,,
LHCQF Nightly Job UAT,job duration history,,,6,12/16/2015,0:59:05,73029,Failed,,,UAT,LHCQF,,
LHCQF Nightly Job UAT,job duration history,,,7,12/16/2015,2:45:47,32634,Failed,,,UAT,LHCQF,,
LHCQF Nightly Job UAT,job duration history,,,8,12/16/2015,1:44:39,22903,Failed,,,UAT,LHCQF,,
SLVTN Nightly Job DEV,job duration history,,,1,12/16/2015,8:11:37,46,Cancelled,,,DEV,SLVTN,,
SLVTN Nightly Job DEV,job duration history,,,2,12/15/2015,0:11:55,647,Cancelled,,,DEV,SLVTN,,
SLVTN Nightly Job DEV,job duration history,,,3,12/14/2015,6:49:13,101009,Failed,,,DEV,SLVTN,,
SLVTN Nightly Job DEV,job duration history,,,4,12/13/2015,1:22:40,93046,Failed,,,DEV,SLVTN,,
SLVTN Nightly Job DEV,job duration history,,,5,12/11/2015,1:17:30,703,Cancelled,,,DEV,SLVTN,,
SLVTN Nightly Job DEV,job duration history,,,6,12/20/2015,44:10:21,54832,Success,,,DEV,SLVTN,,
SLVTN Nightly Job DEV,job duration history,,,7,12/18/2015,0:00:12,123,Cancelled,,,DEV,SLVTN,,
SLVTN Nightly Job DEV,job duration history,,,8,12/17/2015,2:19:34,12502,Cancelled,,,DEV,SLVTN,,
SLVTN Nightly Job UAT,job duration history,,,1,12/16/2015,19:25:38,105504,Cancelled,,,UAT,SLVTN,,
SLVTN Nightly Job UAT,job duration history,,,2,12/15/2015,1:25:02,345803,Cancelled,,,UAT,SLVTN,,
SLVTN Nightly Job UAT,job duration history,,,3,12/14/2015,2:52:23,853408,Failed,,,UAT,SLVTN,,
SLVTN Nightly Job UAT,job duration history,,,4,12/13/2015,0:02:05,240728,Success,,,UAT,SLVTN,,
SLVTN Nightly Job UAT,job duration history,,,5,12/20/2015,1:07:00,312450,Success,,,UAT,SLVTN,,
SLVTN Nightly Job UAT,job duration history,,,6,12/19/2015,1:17:23,511849,Success,,,UAT,SLVTN,,
SLVTN Nightly Job UAT,job duration history,,,7,12/18/2015,1:11:28,322900,Success,,,UAT,SLVTN,,
SLVTN Nightly Job UAT,job duration history,,,8,12/17/2015,1:50:06,461246,Success,,,UAT,SLVTN,,
UCF Nightly Job UAT,job duration history,,,1,12/16/2015,0:56:14,5611,Failed,,,UAT,UCF,,
UCF Nightly Job UAT,job duration history,,,2,12/16/2015,2:28:37,51508,Failed,,,UAT,UCF,,
UCF Nightly Job UAT,job duration history,,,3,12/15/2015,1:34:29,14838,Success,,,UAT,UCF,,
UCF Nightly Job UAT,job duration history,,,4,12/14/2015,1:30:03,14857,Success,,,UAT,UCF,,
UCF Nightly Job UAT,job duration history,,,5,12/18/2015,19:47:52,14130,Success,,,UAT,UCF,,
UCF Nightly Job UAT,job duration history,,,6,12/17/2015,15:20:20,25254,Success,,,UAT,UCF,,
UCF Nightly Job UAT,job duration history,,,7,12/14/2015,1:49:10,14939,Success,,,UAT,UCF,,
UCF Nightly Job UAT,job duration history,,,8,12/2/2015,6:26:21,20039,Success,,,UAT,UCF,,
VCA Nightly Job QA,job duration history,,,1,11/10/2015,11:33:05,5104,Success,,,QA,VCA,,
VCA Nightly Job QA,job duration history,,,2,10/30/2015,7:12:46,10107,Success,,,QA,VCA,,
VCA Nightly Job QA,job duration history,,,3,10/27/2015,6:02:32,10219,Success,,,QA,VCA,,
VCA Nightly Job QA,job duration history,,,4,10/22/2015,13:20:02,12240,Success,,,QA,VCA,,
VCA Nightly Job QA,job duration history,,,5,12/17/2015,1:01:07,5611,Success,,,QA,VCA,,
VCA Nightly Job QA,job duration history,,,6,12/17/2015,1:02:19,12137,Success,,,QA,VCA,,
XCLS Nightly Job PRD,job duration history,,,6,12/14/2015,1:22:40,71246,Success,,,PRD,XCLS,,
XCLS Nightly Job PRD,job duration history,,,7,12/13/2015,0:56:11,60232,Success,,,PRD,XCLS,,
XCLS Nightly Job PRD,job duration history,,,8,12/13/2015,1:21:37,132002,Success,,,PRD,XCLS,,
VCA Nightly Job QA,job duration history,,,7,12/9/2015,1:18:43,11843,Success,,,QA,VCA,,
VCA Nightly Job QA,job duration history,,,8,11/25/2015,1:00:40,10040,Success,,,QA,VCA,,
VCA Nightly Job UAT,job duration history,,,1,11/17/2015,3:25:33,32533,Failed,,,UAT,VCA,,
VCA Nightly Job UAT,job duration history,,,2,12/17/2015,0:34:43,3443,Failed,,,UAT,VCA,,
VCA Nightly Job UAT,job duration history,,,3,12/16/2015,10:40:11,104011,Failed,,,UAT,VCA,,
VCA Nightly Job UAT,job duration history,,,4,12/15/2015,0:58:15,5815,Success,,,UAT,VCA,,
VCA Nightly Job UAT,job duration history,,,5,12/13/2015,2:40:25,24025,Failed,,,UAT,VCA,,
VCA Nightly Job UAT,job duration history,,,6,12/12/2015,4:06:14,40614,Failed,,,UAT,VCA,,
VCA Nightly Job UAT,job duration history,,,7,12/12/2015,4:27:08,42708,Failed,,,UAT,VCA,,
VCA Nightly Job UAT,job duration history,,,8,12/11/2015,0:50:07,5007,Success,,,UAT,VCA,,
XCLS Nightly Job DEV,job duration history,,,1,12/11/2015,0:35:10,3510,Cancelled,,,DEV,XCLS,,
XCLS Nightly Job DEV,job duration history,,,2,12/20/2015,45:06:01,450601,Cancelled,,,DEV,XCLS,,
XCLS Nightly Job DEV,job duration history,,,3,12/19/2015,60:18:10,601810,Cancelled,,,DEV,XCLS,,
XCLS Nightly Job DEV,job duration history,,,4,12/17/2015,3:47:46,30344,Failed,,,DEV,XCLS,,
XCLS Nightly Job DEV,job duration history,,,5,12/17/2015,3:03:44,34746,Failed,,,DEV,XCLS,,
XCLS Nightly Job DEV,job duration history,,,6,12/15/2015,15:40:57,154057,Failed,,,DEV,XCLS,,
XCLS Nightly Job DEV,job duration history,,,7,12/12/2015,10:26:36,102636,Failed,,,DEV,XCLS,,
XCLS Nightly Job DEV,job duration history,,,8,12/11/2015,35:02:11,350211,Success,,,DEV,XCLS,,
XCLS Nightly Job QA,job duration history,,,1,12/10/2015,39:51:45,395145,Success,,,QA,XCLS,,
XCLS Nightly Job QA,job duration history,,,2,12/19/2015,28:04:41,280441,Cancelled,,,QA,XCLS,,
XCLS Nightly Job QA,job duration history,,,3,12/18/2015,5:51:26,55126,Failed,,,QA,XCLS,,
XCLS Nightly Job QA,job duration history,,,4,12/17/2015,28:33:33,283333,Failed,,,QA,XCLS,,
XCLS Nightly Job QA,job duration history,,,5,12/16/2015,9:19:52,91952,Failed,,,QA,XCLS,,
XCLS Nightly Job QA,job duration history,,,6,12/15/2015,0:00:04,4,Failed,,,QA,XCLS,,
XCLS Nightly Job QA,job duration history,,,7,12/14/2015,6:07:57,60757,Cancelled,,,QA,XCLS,,
XCLS Nightly Job QA,job duration history,,,8,12/13/2015,4:23:01,42301,Failed,,,QA,XCLS,,
XCLS Nightly Job UAT,job duration history,,,1,12/18/2015,16:04:32,160432,Success,,,UAT,XCLS,,
XCLS Nightly Job UAT,job duration history,,,2,12/17/2015,4:39:57,43957,Failed,,,UAT,XCLS,,
XCLS Nightly Job UAT,job duration history,,,3,12/16/2015,7:24:06,72406,Failed,,,UAT,XCLS,,
XCLS Nightly Job UAT,job duration history,,,4,12/16/2015,15:51:16,155116,Success,,,UAT,XCLS,,
XCLS Nightly Job UAT,job duration history,,,5,12/15/2015,11:46:42,114642,Failed,,,UAT,XCLS,,
XCLS Nightly Job UAT,job duration history,,,6,12/14/2015,85:35:38,853538,Cancelled,,,UAT,XCLS,,
XCLS Nightly Job UAT,job duration history,,,7,12/13/2015,8:05:36,80536,Failed,,,UAT,XCLS,,
XCLS Nightly Job UAT,job duration history,,,8,12/13/2015,15:17:46,151746,Failed,,,UAT,XCLS,,
